filepath,target,skip_time,source_dataset,split_tag
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/R-aMYx9f0Ho.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/qDSvHlHbAqM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/sgVqMKtUMsA.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/bxZeGrM_0ac.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/pQWpa484HQM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/0khKvVDyYV4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/ZleHXDirD58.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/yCGM8aJV6fM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/8sSV_vqOlS4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/6OcoDIrbMtY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/YB_PzRgHOeo.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/i_NNY_mgxIs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/PuJxL6tLxm4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/gX9OuOKLLTQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/0VwX92X3iPc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/We-bFXFjWaM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/fwXh_lMOqu0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/2y1QnNBaxAU.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/IWbe-NSK6Ic.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/Ss1bubMNPQE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/SU9ZP2pbqyU.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/UIOnnpaqBy8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/OOik9i9wrU8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/ExghbCGRBx0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/16F5fdORzSo.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/vQ09gQBt1IU.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/TworrkXAPuI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/KrK8Giu9ZUc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/W5BB6pubJZI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/9VE1-3q27Qg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/zRpPf62Zvto.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/szWQPoOH2Rw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/JIoA1KsfioQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/GkB_BkyVyPs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/KzvdKLdBw3s.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/ByF0pp-dVEo.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/d6w3d9S1LVM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/sU08gu2zJ4c.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/1l7BjFDQLUM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/dSJpZQ8u_xY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/tsdNl72WVs4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/8Nrp4jUZeGE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/Fa1c4qfBqzE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/sOyHkcK_lOA.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/-FEPOSP7ay0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/jD0nqkyuHPg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/w4Z1QuBOMWU.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/-uaTK8sa5Ms.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/zayC5mUo7sY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/7_q36NyJtQY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/JzJCn-puzS4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/mFcHGbnNtSQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/m-eyGzf9Ux4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/ndjLkbP6Y9Y.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/lSbCqHZy_l4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/5jT_i7S9QSM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/JsHTGDW5dgw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/jhgX0OOoytQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/QYxFWV85-pg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/UGEqY_NTMpI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/0fqtA_ZBn_8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/MSHbLrVlrQc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/wMN-Xp9IMUw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/XzlDa1dzUh4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/L_fWnna7Np0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/ZVvX2-ldhvY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/40D4L5Ndi6k.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/too9MtXBwts.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/_2P_EJsnBls.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/fjj9NJX8GB0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/5JqTvKNXzOw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/ZLDQ8-8AyI4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/C3s-DmHtDUg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/hzr2aY33EuI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/3tSPMzvuQpk.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/F8wGRd9332s.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/fWu8vVSSkNQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/TWm_2QncYXg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/23xC7lTBikU.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/tKawN2sxhYc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/lhizlCmlbYY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/eZC1AP_JjXM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/2CzfBZ1mYBs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/B3q2wHpzhoM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/Ubj0jlheyvk.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/X28GWrn9LlI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/jHEBYrI8zHE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/m-NM_tIWjxs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/FTdcanPJw6E.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/j3a60_lwWjE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/GPSqrciDLog.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/CZuH43NPynA.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/vrxT5jhqu0Q.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/lwQVcLxFBIQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/3TQmts_MxyQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/OO1Q-3kXCtM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/HvOSaS8sXQM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/YSrTtw6ku2E.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/cSBRb4KF5xs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/Sp1YBy4h9OY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/CwmUMySSNQc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/lIEnbqr3O34.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/uCXI7dgABHI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/MVBQrBAXgw4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/RtXe5T7NFrE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/50QEapyTPD4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/r4nPBNL3D0E.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/VZjE27e9X7o.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/v29jCrlSCmE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/A9ECxUIqw6s.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/4S4NDnNTptY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/s2GctT6NuyQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/SBeC9TISHz8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/zR4ebAuqy8w.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/zRpPf62Zvto.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/kjmmzA6i5rk.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/Ex18Xwznj60.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/qrzNABqN420.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/Xf0aZ3a3Toc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/RQ0-sjpAPKU.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/A8CJ4YSsUgs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/JC41M7RPSec.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/doX8FjlNPf8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/WkkhcwXpYy4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/cor2HckYTE8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/_y07ENAx2_E.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/ZwfzBagtpV0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/32iayLTRmxg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/LaaC_q3QDUE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/6c1vNidtVTc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/S7TYAcOEPt4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/25Ccp8usBtE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/RPqz3vJYMLQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/2bcnAoZbptI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/8pit9UV69S8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/wv6YaiCGPi0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/ARXTRdKCupM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/Mhvgz5AjV3U.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/UC_XpUcIQ_8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/RmDfwz0OG8E.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/J9ZlahUawkg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/bPWbeWf5xNI.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/ITq14s8h92I.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/3Xoz87_SUdw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/O40E8bpmONQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/usrzF-0GbLY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/92k_81uqMSM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/REpuZwvyThM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/DY7ko7iQCug.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/VZjE27e9X7o.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/8XGXHDMIJw4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/WditOomsdRU.wav,1,0.0,FakeMusicCaps,all_fake
